entry,at,order
"""fede @ qn6PIh4l_8"" checks",2026-03-20T02:12:59.980Z,177397277998000
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:12:56.345Z,177397277634500
"Turn: 8♦, K♠, A♥ [K♥]",2026-03-20T02:12:55.753Z,177397277575300
"""One Hour @ kqHgeLEP9s"" calls 11.87",2026-03-20T02:12:54.926Z,177397277492600
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:12:52.880Z,177397277288000
"""fede @ qn6PIh4l_8"" bets 11.87",2026-03-20T02:12:51.919Z,177397277191900
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:12:45.646Z,177397276564600
"Flop:  [8♦, K♠, A♥]",2026-03-20T02:12:42.884Z,177397276288400
"The player ""Robopop @ 5W_z5FqSSU"" requested a seat.",2026-03-20T02:12:42.130Z,177397276213000
"""Daveo da rula @ hL2HOafVVY"" calls 7.75",2026-03-20T02:12:42.000Z,177397276200000
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:12:40.804Z,177397276080400
"""fede @ qn6PIh4l_8"" calls 7.75",2026-03-20T02:12:37.443Z,177397275744300
"""One Hour @ kqHgeLEP9s"" raises to 7.75",2026-03-20T02:12:28.057Z,177397274805700
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:12:20.029Z,177397274002900
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:12:19.112Z,177397273911200
"""Daveo da rula @ hL2HOafVVY"" raises to 2.25",2026-03-20T02:12:15.405Z,177397273540500
"""blessed @ qCJm12-9Fn"" calls 0.50",2026-03-20T02:12:13.181Z,177397273318100
"""kai @ MHudt6juKp"" folds",2026-03-20T02:12:11.847Z,177397273184700
"""fede @ qn6PIh4l_8"" posts a big blind of 0.50",2026-03-20T02:12:10.473Z,177397273047311
"""One Hour @ kqHgeLEP9s"" posts a small blind of 0.25",2026-03-20T02:12:10.473Z,177397273047310
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (161.88) | #2 ""Daveo da rula @ hL2HOafVVY"" (318.66) | #3 ""Raven @ lgXV8zJd19"" (100.00) | #5 ""Goober @ xKINFe6J18"" (94.68) | #7 ""One Hour @ kqHgeLEP9s"" (69.12) | #8 ""fede @ qn6PIh4l_8"" (68.18) | #9 ""kai @ MHudt6juKp"" (158.21)",2026-03-20T02:12:10.473Z,177397273047302
"-- starting hand #48 (id: jvfkmt8vkgue)  No Limit Texas Hold'em (dealer: ""Goober @ xKINFe6J18"") --",2026-03-20T02:12:10.473Z,177397273047301
"The player ""aden @ ukS_JNj8Jp"" quits the game with a stack of 145.27.",2026-03-20T02:12:10.473Z,177397273047300
"-- ending hand #47 --",2026-03-20T02:12:07.472Z,177397272747202
"""kai @ MHudt6juKp"" collected 1.25 from pot",2026-03-20T02:12:07.472Z,177397272747201
"Uncalled bet of 1.50 returned to ""kai @ MHudt6juKp""",2026-03-20T02:12:07.472Z,177397272747200
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:12:06.574Z,177397272657400
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:12:05.640Z,177397272564000
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:12:04.673Z,177397272467300
"""Raven @ lgXV8zJd19"" folds",2026-03-20T02:12:03.856Z,177397272385600
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:12:02.871Z,177397272287100
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:12:01.728Z,177397272172800
"""kai @ MHudt6juKp"" raises to 2.00",2026-03-20T02:12:00.470Z,177397272047000
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:11:57.568Z,177397271756800
"""One Hour @ kqHgeLEP9s"" posts a big blind of 0.50",2026-03-20T02:11:55.977Z,177397271597712
"""Goober @ xKINFe6J18"" posts a small blind of 0.25",2026-03-20T02:11:55.977Z,177397271597711
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (161.88) | #2 ""Daveo da rula @ hL2HOafVVY"" (318.66) | #3 ""Raven @ lgXV8zJd19"" (100.00) | #4 ""aden @ ukS_JNj8Jp"" (145.27) | #5 ""Goober @ xKINFe6J18"" (94.93) | #7 ""One Hour @ kqHgeLEP9s"" (69.62) | #8 ""fede @ qn6PIh4l_8"" (68.18) | #9 ""kai @ MHudt6juKp"" (157.46)",2026-03-20T02:11:55.977Z,177397271597702
"-- starting hand #47 (id: cs6wrpkz02yf)  No Limit Texas Hold'em (dealer: ""aden @ ukS_JNj8Jp"") --",2026-03-20T02:11:55.977Z,177397271597701
"The player ""Raven @ lgXV8zJd19"" joined the game with a stack of 100.00.",2026-03-20T02:11:55.977Z,177397271597700
"-- ending hand #46 --",2026-03-20T02:11:53.068Z,177397271306802
"""blessed @ qCJm12-9Fn"" collected 26.25 from pot",2026-03-20T02:11:53.068Z,177397271306801
"Uncalled bet of 19.68 returned to ""blessed @ qCJm12-9Fn""",2026-03-20T02:11:53.068Z,177397271306800
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:11:52.254Z,177397271225400
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:11:44.103Z,177397270410300
"""blessed @ qCJm12-9Fn"" bets 19.68",2026-03-20T02:11:43.086Z,177397270308600
"""aden @ ukS_JNj8Jp"" checks",2026-03-20T02:11:39.460Z,177397269946000
"Turn: 3♠, 9♣, 7♠ [8♦]",2026-03-20T02:11:37.917Z,177397269791700
"""Daveo da rula @ hL2HOafVVY"" calls 5.25",2026-03-20T02:11:37.089Z,177397269708900
"""blessed @ qCJm12-9Fn"" calls 5.25",2026-03-20T02:11:34.532Z,177397269453200
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:11:33.209Z,177397269320900
"""aden @ ukS_JNj8Jp"" bets 5.25",2026-03-20T02:11:31.225Z,177397269122500
"Flop:  [3♠, 9♣, 7♠]",2026-03-20T02:11:28.680Z,177397268868000
"""One Hour @ kqHgeLEP9s"" calls 2.50",2026-03-20T02:11:27.873Z,177397268787300
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:11:24.108Z,177397268410800
"""aden @ ukS_JNj8Jp"" calls 2.50",2026-03-20T02:11:23.192Z,177397268319200
"""Daveo da rula @ hL2HOafVVY"" calls 2.50",2026-03-20T02:11:22.019Z,177397268201900
"""blessed @ qCJm12-9Fn"" raises to 2.50",2026-03-20T02:11:20.777Z,177397268077700
"""kai @ MHudt6juKp"" folds",2026-03-20T02:11:17.102Z,177397267710200
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:11:16.152Z,177397267615200
"""One Hour @ kqHgeLEP9s"" calls 0.50",2026-03-20T02:11:03.265Z,177397266326500
"""Goober @ xKINFe6J18"" posts a big blind of 0.50",2026-03-20T02:11:01.195Z,177397266119510
"""aden @ ukS_JNj8Jp"" posts a small blind of 0.25",2026-03-20T02:11:01.195Z,177397266119509
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (143.38) | #2 ""Daveo da rula @ hL2HOafVVY"" (326.41) | #4 ""aden @ ukS_JNj8Jp"" (153.02) | #5 ""Goober @ xKINFe6J18"" (95.43) | #7 ""One Hour @ kqHgeLEP9s"" (72.12) | #8 ""fede @ qn6PIh4l_8"" (68.18) | #9 ""kai @ MHudt6juKp"" (157.46)",2026-03-20T02:11:01.195Z,177397266119501
"-- starting hand #46 (id: qs1l1os2qec0)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T02:11:01.195Z,177397266119500
"""aden @ ukS_JNj8Jp"" shows a 6♠, 7♠.",2026-03-20T02:10:59.065Z,177397265906500
"-- ending hand #45 --",2026-03-20T02:10:57.577Z,177397265757702
"""aden @ ukS_JNj8Jp"" collected 17.89 from pot",2026-03-20T02:10:57.577Z,177397265757701
"Uncalled bet of 13.41 returned to ""aden @ ukS_JNj8Jp""",2026-03-20T02:10:57.577Z,177397265757700
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:10:56.753Z,177397265675300
"""aden @ ukS_JNj8Jp"" bets 13.41",2026-03-20T02:10:55.526Z,177397265552600
"Turn: 8♠, J♦, 2♥ [K♣]",2026-03-20T02:10:51.323Z,177397265132300
"""blessed @ qCJm12-9Fn"" calls 4.47",2026-03-20T02:10:50.451Z,177397265045100
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:10:49.211Z,177397264921100
"""aden @ ukS_JNj8Jp"" bets 4.47",2026-03-20T02:10:45.203Z,177397264520300
"The admin approved the player ""Raven @ lgXV8zJd19"" participation with a stack of 100.00.",2026-03-20T02:10:41.939Z,177397264193900
"Flop:  [8♠, J♦, 2♥]",2026-03-20T02:10:40.646Z,177397264064600
"""fede @ qn6PIh4l_8"" calls 2.90",2026-03-20T02:10:39.780Z,177397263978000
"""aden @ ukS_JNj8Jp"" calls 2.90",2026-03-20T02:10:35.711Z,177397263571100
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:10:32.690Z,177397263269000
"""blessed @ qCJm12-9Fn"" raises to 2.90",2026-03-20T02:10:31.677Z,177397263167700
"""kai @ MHudt6juKp"" folds",2026-03-20T02:10:26.166Z,177397262616600
"""fede @ qn6PIh4l_8"" calls 0.50",2026-03-20T02:10:23.865Z,177397262386500
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:10:22.708Z,177397262270800
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:10:20.052Z,177397262005200
"""aden @ ukS_JNj8Jp"" posts a big blind of 0.50",2026-03-20T02:10:18.420Z,177397261842010
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.25",2026-03-20T02:10:18.420Z,177397261842009
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (150.75) | #2 ""Daveo da rula @ hL2HOafVVY"" (326.66) | #4 ""aden @ ukS_JNj8Jp"" (142.50) | #5 ""Goober @ xKINFe6J18"" (95.43) | #7 ""One Hour @ kqHgeLEP9s"" (72.12) | #8 ""fede @ qn6PIh4l_8"" (71.08) | #9 ""kai @ MHudt6juKp"" (157.46)",2026-03-20T02:10:18.420Z,177397261842001
"-- starting hand #45 (id: hta7s77aawpy)  No Limit Texas Hold'em (dealer: ""blessed @ qCJm12-9Fn"") --",2026-03-20T02:10:18.420Z,177397261842000
"The player ""Raven @ lgXV8zJd19"" requested a seat.",2026-03-20T02:10:16.051Z,177397261605100
"-- ending hand #44 --",2026-03-20T02:10:15.405Z,177397261540502
"""Daveo da rula @ hL2HOafVVY"" collected 132.77 from pot with Flush, A High (combination: 6♠, 9♠, J♠, K♠, A♠)",2026-03-20T02:10:15.405Z,177397261540501
"""Daveo da rula @ hL2HOafVVY"" shows a K♠, J♠.",2026-03-20T02:10:15.405Z,177397261540500
"""Goober @ xKINFe6J18"" calls 33.19",2026-03-20T02:10:14.581Z,177397261458100
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:10:13.081Z,177397261308100
"""Daveo da rula @ hL2HOafVVY"" bets 33.19",2026-03-20T02:10:10.533Z,177397261053300
"River: A♠, 9♠, 6♠, J♦ [5♥]",2026-03-20T02:10:04.468Z,177397260446800
"""Goober @ xKINFe6J18"" calls 11.38",2026-03-20T02:10:03.637Z,177397260363700
"""aden @ ukS_JNj8Jp"" calls 11.38",2026-03-20T02:10:01.271Z,177397260127100
"""Daveo da rula @ hL2HOafVVY"" bets 11.38",2026-03-20T02:09:58.189Z,177397259818900
"Turn: A♠, 9♠, 6♠ [J♦]",2026-03-20T02:09:53.209Z,177397259320900
"""Goober @ xKINFe6J18"" checks",2026-03-20T02:09:52.380Z,177397259238000
"""aden @ ukS_JNj8Jp"" checks",2026-03-20T02:09:49.242Z,177397258924200
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:09:48.102Z,177397258810200
"Flop:  [A♠, 9♠, 6♠]",2026-03-20T02:09:45.228Z,177397258522800
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:09:44.420Z,177397258442000
"""Goober @ xKINFe6J18"" calls 10.00",2026-03-20T02:09:39.372Z,177397257937200
"""aden @ ukS_JNj8Jp"" calls 10.00",2026-03-20T02:09:34.940Z,177397257494000
"""Daveo da rula @ hL2HOafVVY"" raises to 10.00",2026-03-20T02:09:31.882Z,177397257188200
"""blessed @ qCJm12-9Fn"" calls 2.25",2026-03-20T02:09:29.111Z,177397256911100
"""kai @ MHudt6juKp"" folds",2026-03-20T02:09:25.506Z,177397256550600
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:08:58.408Z,177397253840800
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:08:57.472Z,177397253747200
"""Goober @ xKINFe6J18"" raises to 2.25",2026-03-20T02:08:56.529Z,177397253652900
"""aden @ ukS_JNj8Jp"" calls 0.50",2026-03-20T02:08:51.957Z,177397253195700
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 0.50",2026-03-20T02:08:49.958Z,177397252995810
"""blessed @ qCJm12-9Fn"" posts a small blind of 0.25",2026-03-20T02:08:49.958Z,177397252995809
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (153.00) | #2 ""Daveo da rula @ hL2HOafVVY"" (248.46) | #4 ""aden @ ukS_JNj8Jp"" (163.88) | #5 ""Goober @ xKINFe6J18"" (150.00) | #7 ""One Hour @ kqHgeLEP9s"" (72.12) | #8 ""fede @ qn6PIh4l_8"" (71.08) | #9 ""kai @ MHudt6juKp"" (157.46)",2026-03-20T02:08:49.958Z,177397252995801
"-- starting hand #44 (id: bmcty9p1ksff)  No Limit Texas Hold'em (dealer: ""kai @ MHudt6juKp"") --",2026-03-20T02:08:49.958Z,177397252995800
"-- ending hand #43 --",2026-03-20T02:08:46.986Z,177397252698602
"""One Hour @ kqHgeLEP9s"" collected 3.49 from pot",2026-03-20T02:08:46.986Z,177397252698601
"Uncalled bet of 1.74 returned to ""One Hour @ kqHgeLEP9s""",2026-03-20T02:08:46.986Z,177397252698600
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:08:46.183Z,177397252618300
"""One Hour @ kqHgeLEP9s"" bets 1.74",2026-03-20T02:08:39.957Z,177397251995700
"River: 10♣, A♠, 4♠, J♥ [2♥]",2026-03-20T02:08:37.059Z,177397251705900
"""fede @ qn6PIh4l_8"" checks",2026-03-20T02:08:36.227Z,177397251622700
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:08:34.951Z,177397251495100
"Turn: 10♣, A♠, 4♠ [J♥]",2026-03-20T02:08:34.528Z,177397251452800
"""One Hour @ kqHgeLEP9s"" calls 0.87",2026-03-20T02:08:33.664Z,177397251366400
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:08:31.824Z,177397251182400
"""fede @ qn6PIh4l_8"" bets 0.87",2026-03-20T02:08:30.892Z,177397251089200
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:08:26.992Z,177397250699200
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:08:23.366Z,177397250336600
"Flop:  [10♣, A♠, 4♠]",2026-03-20T02:08:22.172Z,177397250217200
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:08:21.352Z,177397250135200
"""kai @ MHudt6juKp"" folds",2026-03-20T02:08:19.859Z,177397249985900
"""fede @ qn6PIh4l_8"" calls 0.50",2026-03-20T02:08:18.937Z,177397249893700
"""One Hour @ kqHgeLEP9s"" calls 0.50",2026-03-20T02:08:13.345Z,177397249334500
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:08:06.365Z,177397248636500
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:08:05.160Z,177397248516000
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:08:02.557Z,177397248255700
"""blessed @ qCJm12-9Fn"" posts a big blind of 0.50",2026-03-20T02:08:00.297Z,177397248029710
"""kai @ MHudt6juKp"" posts a small blind of 0.25",2026-03-20T02:08:00.297Z,177397248029709
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (153.50) | #2 ""Daveo da rula @ hL2HOafVVY"" (248.46) | #4 ""aden @ ukS_JNj8Jp"" (163.88) | #5 ""Goober @ xKINFe6J18"" (150.00) | #7 ""One Hour @ kqHgeLEP9s"" (70.00) | #8 ""fede @ qn6PIh4l_8"" (72.45) | #9 ""kai @ MHudt6juKp"" (157.71)",2026-03-20T02:08:00.297Z,177397248029701
"-- starting hand #43 (id: suraig1stlzp)  No Limit Texas Hold'em (dealer: ""fede @ qn6PIh4l_8"") --",2026-03-20T02:08:00.297Z,177397248029700
"-- ending hand #42 --",2026-03-20T02:07:57.293Z,177397247729302
"""fede @ qn6PIh4l_8"" collected 15.00 from pot",2026-03-20T02:07:57.293Z,177397247729301
"Uncalled bet of 7.50 returned to ""fede @ qn6PIh4l_8""",2026-03-20T02:07:57.293Z,177397247729300
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:07:56.472Z,177397247647200
"""fede @ qn6PIh4l_8"" bets 7.50",2026-03-20T02:07:52.392Z,177397247239200
"River: 8♥, 6♦, 3♦, J♣ [7♥]",2026-03-20T02:07:45.480Z,177397246548000
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:07:44.660Z,177397246466000
"""fede @ qn6PIh4l_8"" checks",2026-03-20T02:07:42.323Z,177397246232300
"Turn: 8♥, 6♦, 3♦ [J♣]",2026-03-20T02:07:38.210Z,177397245821000
"""kai @ MHudt6juKp"" folds",2026-03-20T02:07:37.368Z,177397245736800
"""fede @ qn6PIh4l_8"" calls 4.50",2026-03-20T02:07:36.400Z,177397245640000
"""One Hour @ kqHgeLEP9s"" folds",2026-03-20T02:07:32.042Z,177397245204200
"""blessed @ qCJm12-9Fn"" bets 4.50",2026-03-20T02:07:31.051Z,177397245105100
"""kai @ MHudt6juKp"" checks",2026-03-20T02:07:26.356Z,177397244635600
"""fede @ qn6PIh4l_8"" checks",2026-03-20T02:07:25.417Z,177397244541700
"Flop:  [8♥, 6♦, 3♦]",2026-03-20T02:07:20.611Z,177397244061100
"""kai @ MHudt6juKp"" calls 1.50",2026-03-20T02:07:19.787Z,177397243978700
"""fede @ qn6PIh4l_8"" calls 1.50",2026-03-20T02:07:18.454Z,177397243845400
"""One Hour @ kqHgeLEP9s"" calls 1.50",2026-03-20T02:07:16.875Z,177397243687500
"""Goober @ xKINFe6J18"" folds",2026-03-20T02:07:11.680Z,177397243168000
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:07:04.403Z,177397242440300
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:07:03.366Z,177397242336600
"""blessed @ qCJm12-9Fn"" raises to 1.50",2026-03-20T02:07:00.295Z,177397242029500
"""kai @ MHudt6juKp"" posts a big blind of 0.50",2026-03-20T02:06:55.565Z,177397241556511
"""fede @ qn6PIh4l_8"" posts a small blind of 0.25",2026-03-20T02:06:55.565Z,177397241556510
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (159.50) | #2 ""Daveo da rula @ hL2HOafVVY"" (248.46) | #4 ""aden @ ukS_JNj8Jp"" (163.88) | #5 ""Goober @ xKINFe6J18"" (150.00) | #7 ""One Hour @ kqHgeLEP9s"" (71.50) | #8 ""fede @ qn6PIh4l_8"" (63.45) | #9 ""kai @ MHudt6juKp"" (159.21)",2026-03-20T02:06:55.565Z,177397241556502
"-- starting hand #42 (id: toxldprfqxkn)  No Limit Texas Hold'em (dealer: ""One Hour @ kqHgeLEP9s"") --",2026-03-20T02:06:55.565Z,177397241556501
"The player ""Goober @ xKINFe6J18"" joined the game with a stack of 150.00.",2026-03-20T02:06:55.565Z,177397241556500
"-- ending hand #41 --",2026-03-20T02:06:52.615Z,177397241261502
"""One Hour @ kqHgeLEP9s"" collected 3.50 from pot",2026-03-20T02:06:52.615Z,177397241261501
"Uncalled bet of 1.75 returned to ""One Hour @ kqHgeLEP9s""",2026-03-20T02:06:52.615Z,177397241261500
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T02:06:51.748Z,177397241174800
"""One Hour @ kqHgeLEP9s"" bets 1.75",2026-03-20T02:06:49.738Z,177397240973800
"River: 8♥, 7♦, Q♥, 9♣ [4♦]",2026-03-20T02:06:47.115Z,177397240711500
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T02:06:46.291Z,177397240629100
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:06:43.557Z,177397240355700
"Turn: 8♥, 7♦, Q♥ [9♣]",2026-03-20T02:06:42.812Z,177397240281200
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:06:41.978Z,177397240197800
"""One Hour @ kqHgeLEP9s"" calls 1.00",2026-03-20T02:06:41.036Z,177397240103600
"""blessed @ qCJm12-9Fn"" bets 1.00",2026-03-20T02:06:38.396Z,177397239839600
"""fede @ qn6PIh4l_8"" checks",2026-03-20T02:06:30.440Z,177397239044000
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:06:29.483Z,177397238948300
"Flop:  [8♥, 7♦, Q♥]",2026-03-20T02:06:27.092Z,177397238709200
"""fede @ qn6PIh4l_8"" checks",2026-03-20T02:06:26.288Z,177397238628800
"""One Hour @ kqHgeLEP9s"" calls 0.50",2026-03-20T02:06:21.645Z,177397238164500
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:06:19.149Z,177397237914900
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:06:14.462Z,177397237446200
"""blessed @ qCJm12-9Fn"" calls 0.50",2026-03-20T02:06:10.010Z,177397237001000
"""kai @ MHudt6juKp"" folds",2026-03-20T02:06:08.111Z,177397236811100
"""fede @ qn6PIh4l_8"" posts a big blind of 0.50",2026-03-20T02:06:05.263Z,177397236526310
"""One Hour @ kqHgeLEP9s"" posts a small blind of 0.25",2026-03-20T02:06:05.263Z,177397236526309
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (161.00) | #2 ""Daveo da rula @ hL2HOafVVY"" (248.46) | #4 ""aden @ ukS_JNj8Jp"" (163.88) | #7 ""One Hour @ kqHgeLEP9s"" (69.50) | #8 ""fede @ qn6PIh4l_8"" (63.95) | #9 ""kai @ MHudt6juKp"" (159.21)",2026-03-20T02:06:05.263Z,177397236526302
"-- starting hand #41 (id: btgpzqaffyep)  No Limit Texas Hold'em (dealer: ""aden @ ukS_JNj8Jp"") --",2026-03-20T02:06:05.263Z,177397236526301
"The player ""blessed @ qCJm12-9Fn"" joined the game with a stack of 161.00.",2026-03-20T02:06:05.263Z,177397236526300
"-- ending hand #40 --",2026-03-20T02:06:02.353Z,177397236235302
"""One Hour @ kqHgeLEP9s"" collected 7.49 from pot",2026-03-20T02:06:02.353Z,177397236235301
"Uncalled bet of 5.61 returned to ""One Hour @ kqHgeLEP9s""",2026-03-20T02:06:02.353Z,177397236235300
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T02:06:01.398Z,177397236139800
"""One Hour @ kqHgeLEP9s"" raises to 7.48",2026-03-20T02:05:59.583Z,177397235958300
"""Daveo da rula @ hL2HOafVVY"" bets 1.87",2026-03-20T02:05:57.212Z,177397235721200
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:05:54.555Z,177397235455500
"River: A♣, K♠, 8♣, 6♣ [5♣]",2026-03-20T02:05:53.543Z,177397235354300
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:05:52.721Z,177397235272100
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:05:51.681Z,177397235168100
"Turn: A♣, K♠, 8♣ [6♣]",2026-03-20T02:05:51.086Z,177397235108600
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T02:05:50.280Z,177397235028000
"The admin approved the player ""blessed @ qCJm12-9Fn"" participation with a stack of 161.00.",2026-03-20T02:05:48.718Z,177397234871800
"""One Hour @ kqHgeLEP9s"" checks",2026-03-20T02:05:48.472Z,177397234847200
"Flop:  [A♣, K♠, 8♣]",2026-03-20T02:05:47.264Z,177397234726400
"""One Hour @ kqHgeLEP9s"" calls 1.75",2026-03-20T02:05:46.385Z,177397234638500
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:05:44.577Z,177397234457700
"""Daveo da rula @ hL2HOafVVY"" raises to 1.75",2026-03-20T02:05:43.678Z,177397234367800
"""kai @ MHudt6juKp"" folds",2026-03-20T02:05:41.453Z,177397234145300
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:05:40.548Z,177397234054800
"The admin approved the player ""Goober @ xKINFe6J18"" participation with a stack of 150.00.",2026-03-20T02:05:36.224Z,177397233622400
"""One Hour @ kqHgeLEP9s"" posts a big blind of 0.50",2026-03-20T02:05:34.156Z,177397233415608
"""aden @ ukS_JNj8Jp"" posts a small blind of 0.25",2026-03-20T02:05:34.156Z,177397233415607
"Player stacks: #2 ""Daveo da rula @ hL2HOafVVY"" (252.08) | #4 ""aden @ ukS_JNj8Jp"" (164.13) | #7 ""One Hour @ kqHgeLEP9s"" (65.63) | #8 ""fede @ qn6PIh4l_8"" (63.95) | #9 ""kai @ MHudt6juKp"" (159.21)",2026-03-20T02:05:34.156Z,177397233415601
"-- starting hand #40 (id: ljo1hqqt90zz)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T02:05:34.156Z,177397233415600
"""Daveo da rula @ hL2HOafVVY"" shows a 5♣, 8♣.",2026-03-20T02:05:32.521Z,177397233252100
"-- ending hand #39 --",2026-03-20T02:05:30.553Z,177397233055302
"""Daveo da rula @ hL2HOafVVY"" collected 40.00 from pot",2026-03-20T02:05:30.553Z,177397233055301
"Uncalled bet of 20.00 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T02:05:30.553Z,177397233055300
"""fede @ qn6PIh4l_8"" folds",2026-03-20T02:05:29.733Z,177397232973300
"The player ""Goober @ xKINFe6J18"" requested a seat.",2026-03-20T02:05:28.191Z,177397232819100
"""Daveo da rula @ hL2HOafVVY"" bets 20.00",2026-03-20T02:05:24.951Z,177397232495100
"River: 10♥, K♦, 8♠, 5♥ [6♠]",2026-03-20T02:05:11.426Z,177397231142600
"""fede @ qn6PIh4l_8"" calls 12.00",2026-03-20T02:05:10.582Z,177397231058200
"""Daveo da rula @ hL2HOafVVY"" bets 12.00",2026-03-20T02:05:06.913Z,177397230691300
"Turn: 10♥, K♦, 8♠ [5♥]",2026-03-20T02:05:03.013Z,177397230301300
"""kai @ MHudt6juKp"" folds",2026-03-20T02:05:02.185Z,177397230218500
"""fede @ qn6PIh4l_8"" calls 4.00",2026-03-20T02:05:00.515Z,177397230051500
"""Daveo da rula @ hL2HOafVVY"" bets 4.00",2026-03-20T02:04:57.402Z,177397229740200
"Flop:  [10♥, K♦, 8♠]",2026-03-20T02:04:52.091Z,177397229209100
"""kai @ MHudt6juKp"" calls 2.50",2026-03-20T02:04:51.274Z,177397229127400
"""fede @ qn6PIh4l_8"" calls 2.50",2026-03-20T02:04:50.328Z,177397229032800
"""aden @ ukS_JNj8Jp"" folds",2026-03-20T02:04:40.221Z,177397228022100
