entry,at,order
"Uncalled bet of 11.74 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T04:09:41.751Z,177397978175100
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:09:40.875Z,177397978087500
"""drak @ 5Zglli3yOZ"" bets 11.74",2026-03-20T04:09:38.980Z,177397977898000
"River: 10♣, 4♠, A♦, 8♥ [9♠]",2026-03-20T04:09:34.735Z,177397977473500
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T04:09:33.863Z,177397977386300
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:09:32.040Z,177397977204000
"Turn: 10♣, 4♠, A♦ [8♥]",2026-03-20T04:09:30.999Z,177397977099900
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:09:30.181Z,177397977018100
"""drak @ 5Zglli3yOZ"" calls 5.87",2026-03-20T04:09:29.304Z,177397976930400
"""Daveo da rula @ hL2HOafVVY"" bets 5.87",2026-03-20T04:09:27.001Z,177397976700100
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T04:09:21.373Z,177397976137300
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:09:20.434Z,177397976043400
"Flop:  [10♣, 4♠, A♦]",2026-03-20T04:09:18.129Z,177397975812900
"""blessed @ qCJm12-9Fn"" calls 3.75",2026-03-20T04:09:17.249Z,177397975724900
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:09:15.549Z,177397975554900
"""drak @ 5Zglli3yOZ"" calls 3.75",2026-03-20T04:09:05.109Z,177397974510900
"""YL @ y5CNIFby67"" folds",2026-03-20T04:09:03.323Z,177397974332300
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:08:50.417Z,177397973041700
"""Daveo da rula @ hL2HOafVVY"" raises to 3.75",2026-03-20T04:08:49.463Z,177397972946300
"""blessed @ qCJm12-9Fn"" raises to 1.00",2026-03-20T04:08:41.570Z,177397972157000
"""Triangle5 @ zn7jYkqxSJ"" posts a big blind of 0.50",2026-03-20T04:08:36.091Z,177397971609109
"""drak @ 5Zglli3yOZ"" posts a small blind of 0.25",2026-03-20T04:08:36.091Z,177397971609108
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (31.61) | #2 ""Daveo da rula @ hL2HOafVVY"" (312.16) | #3 ""Eating @ 3GZqeC-ZoC"" (51.12) | #5 ""YL @ y5CNIFby67"" (123.06) | #6 ""drak @ 5Zglli3yOZ"" (251.16) | #9 ""Triangle5 @ zn7jYkqxSJ"" (83.37)",2026-03-20T04:08:36.091Z,177397971609101
"-- starting hand #165 (id: uemzn6uxteml)  No Limit Texas Hold'em (dealer: ""YL @ y5CNIFby67"") --",2026-03-20T04:08:36.091Z,177397971609100
"-- ending hand #164 --",2026-03-20T04:08:33.089Z,177397971308902
"""Daveo da rula @ hL2HOafVVY"" collected 11.49 from pot",2026-03-20T04:08:33.089Z,177397971308901
"Uncalled bet of 5.74 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:08:33.089Z,177397971308900
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:08:32.208Z,177397971220800
"""Daveo da rula @ hL2HOafVVY"" raises to 6.24",2026-03-20T04:08:30.800Z,177397971080000
"""blessed @ qCJm12-9Fn"" bets 0.50",2026-03-20T04:08:28.047Z,177397970804700
"Turn: 10♥, K♣, 7♦ [6♠]",2026-03-20T04:08:23.891Z,177397970389100
"""Daveo da rula @ hL2HOafVVY"" calls 2.62",2026-03-20T04:08:22.972Z,177397970297200
"""blessed @ qCJm12-9Fn"" bets 2.62",2026-03-20T04:08:21.077Z,177397970107700
"Flop:  [10♥, K♣, 7♦]",2026-03-20T04:08:16.524Z,177397969652400
"""blessed @ qCJm12-9Fn"" calls 2.25",2026-03-20T04:08:15.716Z,177397969571600
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:08:08.464Z,177397968846400
"""YL @ y5CNIFby67"" folds",2026-03-20T04:08:03.893Z,177397968389300
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:07:54.642Z,177397967464200
"""Daveo da rula @ hL2HOafVVY"" raises to 2.25",2026-03-20T04:07:53.679Z,177397967367900
"""blessed @ qCJm12-9Fn"" calls 0.50",2026-03-20T04:07:42.130Z,177397966213000
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:07:41.194Z,177397966119400
"""drak @ 5Zglli3yOZ"" posts a big blind of 0.50",2026-03-20T04:07:38.596Z,177397965859609
"""YL @ y5CNIFby67"" posts a small blind of 0.25",2026-03-20T04:07:38.596Z,177397965859608
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (36.98) | #2 ""Daveo da rula @ hL2HOafVVY"" (306.04) | #3 ""Eating @ 3GZqeC-ZoC"" (51.12) | #5 ""YL @ y5CNIFby67"" (123.31) | #6 ""drak @ 5Zglli3yOZ"" (251.66) | #9 ""Triangle5 @ zn7jYkqxSJ"" (83.37)",2026-03-20T04:07:38.596Z,177397965859601
"-- starting hand #164 (id: odbeanymi2xq)  No Limit Texas Hold'em (dealer: ""Eating @ 3GZqeC-ZoC"") --",2026-03-20T04:07:38.596Z,177397965859600
"-- ending hand #163 --",2026-03-20T04:07:35.596Z,177397965559602
"""Daveo da rula @ hL2HOafVVY"" collected 1.25 from pot",2026-03-20T04:07:35.596Z,177397965559601
"Uncalled bet of 1.25 returned to ""Daveo da rula @ hL2HOafVVY""",2026-03-20T04:07:35.596Z,177397965559600
"""YL @ y5CNIFby67"" folds",2026-03-20T04:07:34.741Z,177397965474100
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:07:33.842Z,177397965384200
"""Daveo da rula @ hL2HOafVVY"" raises to 1.75",2026-03-20T04:07:30.968Z,177397965096800
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:07:25.781Z,177397964578100
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:07:10.778Z,177397963077800
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:07:07.605Z,177397962760500
"""YL @ y5CNIFby67"" posts a big blind of 0.50",2026-03-20T04:07:06.564Z,177397962656409
"""Eating @ 3GZqeC-ZoC"" posts a small blind of 0.25",2026-03-20T04:07:06.564Z,177397962656408
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (36.98) | #2 ""Daveo da rula @ hL2HOafVVY"" (305.29) | #3 ""Eating @ 3GZqeC-ZoC"" (51.37) | #5 ""YL @ y5CNIFby67"" (123.81) | #6 ""drak @ 5Zglli3yOZ"" (251.66) | #9 ""Triangle5 @ zn7jYkqxSJ"" (83.37)",2026-03-20T04:07:06.564Z,177397962656401
"-- starting hand #163 (id: l4bhqloyhejc)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T04:07:06.564Z,177397962656400
"-- ending hand #162 --",2026-03-20T04:07:03.569Z,177397962356902
"""drak @ 5Zglli3yOZ"" collected 40.00 from pot",2026-03-20T04:07:03.569Z,177397962356901
"Uncalled bet of 9.53 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T04:07:03.569Z,177397962356900
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:07:02.763Z,177397962276300
"""drak @ 5Zglli3yOZ"" bets 9.53",2026-03-20T04:07:01.310Z,177397962131000
"""Daveo da rula @ hL2HOafVVY"" checks",2026-03-20T04:06:54.287Z,177397961428700
"River: 4♦, 3♥, 9♥, 4♣ [7♥]",2026-03-20T04:06:53.065Z,177397961306500
"""drak @ 5Zglli3yOZ"" calls 12.00",2026-03-20T04:06:52.248Z,177397961224800
"""Daveo da rula @ hL2HOafVVY"" bets 12.00",2026-03-20T04:06:50.680Z,177397961068000
"Turn: 4♦, 3♥, 9♥ [4♣]",2026-03-20T04:06:45.563Z,177397960556300
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:06:44.743Z,177397960474300
"""drak @ 5Zglli3yOZ"" calls 4.00",2026-03-20T04:06:43.858Z,177397960385800
"""Daveo da rula @ hL2HOafVVY"" bets 4.00",2026-03-20T04:06:41.881Z,177397960188100
"Flop:  [4♦, 3♥, 9♥]",2026-03-20T04:06:39.224Z,177397959922400
"""blessed @ qCJm12-9Fn"" calls 2.50",2026-03-20T04:06:38.380Z,177397959838000
"""drak @ 5Zglli3yOZ"" calls 2.50",2026-03-20T04:06:35.945Z,177397959594500
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:06:33.980Z,177397959398000
"""Daveo da rula @ hL2HOafVVY"" raises to 2.50",2026-03-20T04:06:25.641Z,177397958564100
"""blessed @ qCJm12-9Fn"" calls 0.50",2026-03-20T04:06:20.092Z,177397958009200
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:06:15.848Z,177397957584800
"""drak @ 5Zglli3yOZ"" calls 0.50",2026-03-20T04:06:14.800Z,177397957480000
"""YL @ y5CNIFby67"" folds",2026-03-20T04:06:13.186Z,177397957318600
"""Eating @ 3GZqeC-ZoC"" posts a big blind of 0.50",2026-03-20T04:06:11.368Z,177397957136809
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.25",2026-03-20T04:06:11.368Z,177397957136808
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (39.48) | #2 ""Daveo da rula @ hL2HOafVVY"" (323.79) | #3 ""Eating @ 3GZqeC-ZoC"" (51.87) | #5 ""YL @ y5CNIFby67"" (123.81) | #6 ""drak @ 5Zglli3yOZ"" (230.16) | #9 ""Triangle5 @ zn7jYkqxSJ"" (83.37)",2026-03-20T04:06:11.368Z,177397957136801
"-- starting hand #162 (id: k1axpb7nvjzg)  No Limit Texas Hold'em (dealer: ""blessed @ qCJm12-9Fn"") --",2026-03-20T04:06:11.368Z,177397957136800
"""YL @ y5CNIFby67"" collected 12.50 from the 7-2 bounty",2026-03-20T04:06:08.413Z,177397956841305
"""drak @ 5Zglli3yOZ"" paid 2.50 for the 7-2 bounty to ""YL @ y5CNIFby67""",2026-03-20T04:06:08.413Z,177397956841304
"""Eating @ 3GZqeC-ZoC"" paid 2.50 for the 7-2 bounty to ""YL @ y5CNIFby67""",2026-03-20T04:06:08.413Z,177397956841303
"""Triangle5 @ zn7jYkqxSJ"" paid 2.50 for the 7-2 bounty to ""YL @ y5CNIFby67""",2026-03-20T04:06:08.413Z,177397956841302
"""blessed @ qCJm12-9Fn"" paid 2.50 for the 7-2 bounty to ""YL @ y5CNIFby67""",2026-03-20T04:06:08.413Z,177397956841301
"""Daveo da rula @ hL2HOafVVY"" paid 2.50 for the 7-2 bounty to ""YL @ y5CNIFby67""",2026-03-20T04:06:08.413Z,177397956841300
"""drak @ 5Zglli3yOZ"" shows a 2♥.",2026-03-20T04:06:06.961Z,177397956696100
"""YL @ y5CNIFby67"" shows a 7♠, 2♣.",2026-03-20T04:06:04.497Z,177397956449700
"-- ending hand #161 --",2026-03-20T04:06:04.077Z,177397956407702
"""YL @ y5CNIFby67"" collected 21.24 from pot",2026-03-20T04:06:04.077Z,177397956407701
"Uncalled bet of 10.62 returned to ""YL @ y5CNIFby67""",2026-03-20T04:06:04.077Z,177397956407700
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:06:03.252Z,177397956325200
"""YL @ y5CNIFby67"" bets 10.62",2026-03-20T04:06:00.505Z,177397956050500
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:05:54.539Z,177397955453900
"Turn: Q♥, 9♣, K♣ [Q♠]",2026-03-20T04:05:52.664Z,177397955266400
"""Eating @ 3GZqeC-ZoC"" calls 6.37",2026-03-20T04:05:51.847Z,177397955184700
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:05:48.189Z,177397954818900
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:05:47.325Z,177397954732500
"""YL @ y5CNIFby67"" bets 6.37",2026-03-20T04:05:46.157Z,177397954615700
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:05:41.293Z,177397954129300
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T04:05:40.405Z,177397954040500
"Flop:  [Q♥, 9♣, K♣]",2026-03-20T04:05:38.851Z,177397953885100
"""Eating @ 3GZqeC-ZoC"" calls 2.00",2026-03-20T04:05:38.035Z,177397953803500
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:05:33.789Z,177397953378900
"""blessed @ qCJm12-9Fn"" calls 2.00",2026-03-20T04:05:32.802Z,177397953280200
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:05:30.555Z,177397953055500
"""drak @ 5Zglli3yOZ"" calls 2.00",2026-03-20T04:05:29.626Z,177397952962600
"""YL @ y5CNIFby67"" raises to 2.00",2026-03-20T04:05:26.021Z,177397952602100
"""Eating @ 3GZqeC-ZoC"" calls 0.50",2026-03-20T04:05:17.848Z,177397951784800
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 0.50",2026-03-20T04:05:15.251Z,177397951525110
"""blessed @ qCJm12-9Fn"" posts a small blind of 0.25",2026-03-20T04:05:15.251Z,177397951525109
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (43.98) | #2 ""Daveo da rula @ hL2HOafVVY"" (326.79) | #3 ""Eating @ 3GZqeC-ZoC"" (62.74) | #5 ""YL @ y5CNIFby67"" (98.44) | #6 ""drak @ 5Zglli3yOZ"" (234.66) | #9 ""Triangle5 @ zn7jYkqxSJ"" (85.87)",2026-03-20T04:05:15.251Z,177397951525102
"-- starting hand #161 (id: 2mif2utxhyj0)  No Limit Texas Hold'em (dealer: ""Triangle5 @ zn7jYkqxSJ"") --",2026-03-20T04:05:15.251Z,177397951525101
"The player ""Daveo da rula @ hL2HOafVVY"" joined the game with a stack of 326.79.",2026-03-20T04:05:15.251Z,177397951525100
"-- ending hand #160 --",2026-03-20T04:05:12.319Z,177397951231902
"""YL @ y5CNIFby67"" collected 1.25 from pot",2026-03-20T04:05:12.319Z,177397951231901
"Uncalled bet of 1.50 returned to ""YL @ y5CNIFby67""",2026-03-20T04:05:12.319Z,177397951231900
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:05:11.487Z,177397951148700
"The player ""Daveo da rula @ hL2HOafVVY"" sit back with the stack of 326.79.",2026-03-20T04:04:54.723Z,177397949472300
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:04:51.427Z,177397949142700
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:04:50.466Z,177397949046600
"""YL @ y5CNIFby67"" raises to 2.00",2026-03-20T04:04:49.555Z,177397948955500
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:04:46.187Z,177397948618700
"""blessed @ qCJm12-9Fn"" posts a big blind of 0.50",2026-03-20T04:04:44.510Z,177397948451008
"""Triangle5 @ zn7jYkqxSJ"" posts a small blind of 0.25",2026-03-20T04:04:44.510Z,177397948451007
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.48) | #3 ""Eating @ 3GZqeC-ZoC"" (62.74) | #5 ""YL @ y5CNIFby67"" (97.69) | #6 ""drak @ 5Zglli3yOZ"" (234.66) | #9 ""Triangle5 @ zn7jYkqxSJ"" (86.12)",2026-03-20T04:04:44.510Z,177397948451001
"-- starting hand #160 (id: zo4gdmdelytb)  No Limit Texas Hold'em (dealer: ""drak @ 5Zglli3yOZ"") --",2026-03-20T04:04:44.510Z,177397948451000
"-- ending hand #159 --",2026-03-20T04:04:41.502Z,177397948150203
"""Triangle5 @ zn7jYkqxSJ"" collected 4.00 from pot with Pair, K's (combination: 9♥, J♦, A♣, K♠, K♥)",2026-03-20T04:04:41.502Z,177397948150202
"""Triangle5 @ zn7jYkqxSJ"" shows a 9♥, K♠.",2026-03-20T04:04:41.502Z,177397948150201
"""drak @ 5Zglli3yOZ"" shows a Q♥, 3♥.",2026-03-20T04:04:41.502Z,177397948150200
"""Triangle5 @ zn7jYkqxSJ"" calls 0.50",2026-03-20T04:04:40.690Z,177397948069000
"""drak @ 5Zglli3yOZ"" bets 0.50",2026-03-20T04:04:38.858Z,177397947885800
"River: 5♦, J♦, A♣, 7♥ [K♥]",2026-03-20T04:04:36.404Z,177397947640400
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:04:35.590Z,177397947559000
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:04:34.005Z,177397947400500
"Turn: 5♦, J♦, A♣ [7♥]",2026-03-20T04:04:32.384Z,177397947238400
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:04:31.510Z,177397947151000
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:04:29.165Z,177397946916500
"Flop:  [5♦, J♦, A♣]",2026-03-20T04:04:27.482Z,177397946748200
"""Triangle5 @ zn7jYkqxSJ"" calls 1.50",2026-03-20T04:04:26.652Z,177397946665200
"""drak @ 5Zglli3yOZ"" raises to 1.50",2026-03-20T04:04:24.634Z,177397946463400
"""YL @ y5CNIFby67"" folds",2026-03-20T04:04:19.565Z,177397945956500
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:04:18.356Z,177397945835600
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:04:17.479Z,177397945747900
"""Triangle5 @ zn7jYkqxSJ"" posts a big blind of 0.50",2026-03-20T04:04:13.644Z,177397945364408
"""drak @ 5Zglli3yOZ"" posts a small blind of 0.25",2026-03-20T04:04:13.644Z,177397945364407
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.48) | #3 ""Eating @ 3GZqeC-ZoC"" (62.74) | #5 ""YL @ y5CNIFby67"" (97.69) | #6 ""drak @ 5Zglli3yOZ"" (236.66) | #9 ""Triangle5 @ zn7jYkqxSJ"" (84.12)",2026-03-20T04:04:13.644Z,177397945364401
"-- starting hand #159 (id: 2znylysrthtd)  No Limit Texas Hold'em (dealer: ""YL @ y5CNIFby67"") --",2026-03-20T04:04:13.644Z,177397945364400
"-- ending hand #158 --",2026-03-20T04:04:10.702Z,177397945070202
"""YL @ y5CNIFby67"" collected 12.00 from pot",2026-03-20T04:04:10.702Z,177397945070201
"Uncalled bet of 7.00 returned to ""YL @ y5CNIFby67""",2026-03-20T04:04:10.702Z,177397945070200
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:04:09.851Z,177397944985100
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:04:08.960Z,177397944896000
"""YL @ y5CNIFby67"" raises to 10.00",2026-03-20T04:04:07.665Z,177397944766500
"""Eating @ 3GZqeC-ZoC"" bets 3.00",2026-03-20T04:03:59.368Z,177397943936800
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:03:49.766Z,177397942976600
"""YL @ y5CNIFby67"" checks",2026-03-20T04:03:48.614Z,177397942861400
"Flop:  [Q♣, 8♦, 2♠]",2026-03-20T04:03:47.166Z,177397942716600
"""drak @ 5Zglli3yOZ"" calls 2.00",2026-03-20T04:03:46.347Z,177397942634700
"""YL @ y5CNIFby67"" calls 2.00",2026-03-20T04:03:45.116Z,177397942511600
"""Eating @ 3GZqeC-ZoC"" raises to 2.00",2026-03-20T04:03:42.356Z,177397942235600
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:03:38.866Z,177397941886600
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:03:38.011Z,177397941801100
"""drak @ 5Zglli3yOZ"" posts a big blind of 0.50",2026-03-20T04:03:34.305Z,177397941430509
"""YL @ y5CNIFby67"" posts a small blind of 0.25",2026-03-20T04:03:34.305Z,177397941430508
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.48) | #3 ""Eating @ 3GZqeC-ZoC"" (67.74) | #5 ""YL @ y5CNIFby67"" (90.69) | #6 ""drak @ 5Zglli3yOZ"" (238.66) | #9 ""Triangle5 @ zn7jYkqxSJ"" (84.12)",2026-03-20T04:03:34.305Z,177397941430502
"-- starting hand #158 (id: ehcwh06qk4df)  No Limit Texas Hold'em (dealer: ""Eating @ 3GZqeC-ZoC"") --",2026-03-20T04:03:34.305Z,177397941430501
"The player ""Daveo da rula @ hL2HOafVVY"" stand up with the stack of 326.79.",2026-03-20T04:03:34.305Z,177397941430500
"-- ending hand #157 --",2026-03-20T04:03:31.304Z,177397941130402
"""drak @ 5Zglli3yOZ"" collected 1.25 from pot",2026-03-20T04:03:31.304Z,177397941130401
"Uncalled bet of 1.25 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T04:03:31.304Z,177397941130400
"""YL @ y5CNIFby67"" folds",2026-03-20T04:03:30.398Z,177397941039800
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:03:28.793Z,177397940879300
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:03:27.900Z,177397940790000
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:03:27.047Z,177397940704700
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:02:54.316Z,177397937431600
"""drak @ 5Zglli3yOZ"" raises to 1.75",2026-03-20T04:02:52.285Z,177397937228500
"""YL @ y5CNIFby67"" posts a big blind of 0.50",2026-03-20T04:02:49.208Z,177397936920809
"""Eating @ 3GZqeC-ZoC"" posts a small blind of 0.25",2026-03-20T04:02:49.208Z,177397936920808
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.48) | #2 ""Daveo da rula @ hL2HOafVVY"" (326.79) | #3 ""Eating @ 3GZqeC-ZoC"" (67.99) | #5 ""YL @ y5CNIFby67"" (91.19) | #6 ""drak @ 5Zglli3yOZ"" (237.91) | #9 ""Triangle5 @ zn7jYkqxSJ"" (84.12)",2026-03-20T04:02:49.208Z,177397936920801
"-- starting hand #157 (id: 5bevzwm9upka)  No Limit Texas Hold'em (dealer: ""Daveo da rula @ hL2HOafVVY"") --",2026-03-20T04:02:49.208Z,177397936920800
"-- ending hand #156 --",2026-03-20T04:02:46.207Z,177397936620702
"""drak @ 5Zglli3yOZ"" collected 8.75 from pot",2026-03-20T04:02:46.207Z,177397936620701
"Uncalled bet of 6.56 returned to ""drak @ 5Zglli3yOZ""",2026-03-20T04:02:46.207Z,177397936620700
"""Eating @ 3GZqeC-ZoC"" folds",2026-03-20T04:02:45.370Z,177397936537000
"""drak @ 5Zglli3yOZ"" bets 6.56",2026-03-20T04:02:42.939Z,177397936293900
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:02:40.024Z,177397936002400
"River: 3♠, 2♥, 4♥, J♣ [3♦]",2026-03-20T04:02:37.617Z,177397935761700
"""drak @ 5Zglli3yOZ"" calls 2.00",2026-03-20T04:02:36.815Z,177397935681500
"""Eating @ 3GZqeC-ZoC"" bets 2.00",2026-03-20T04:02:34.315Z,177397935431500
"Turn: 3♠, 2♥, 4♥ [J♣]",2026-03-20T04:02:31.169Z,177397935116900
"""drak @ 5Zglli3yOZ"" checks",2026-03-20T04:02:30.312Z,177397935031200
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:02:28.763Z,177397934876300
"Flop:  [3♠, 2♥, 4♥]",2026-03-20T04:02:27.054Z,177397934705400
"""Eating @ 3GZqeC-ZoC"" calls 2.25",2026-03-20T04:02:26.226Z,177397934622600
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:02:25.362Z,177397934536200
"""blessed @ qCJm12-9Fn"" folds",2026-03-20T04:02:11.794Z,177397933179400
"""Triangle5 @ zn7jYkqxSJ"" folds",2026-03-20T04:02:10.922Z,177397933092200
"""drak @ 5Zglli3yOZ"" raises to 2.25",2026-03-20T04:02:09.874Z,177397932987400
"""YL @ y5CNIFby67"" folds",2026-03-20T04:02:06.732Z,177397932673200
"""Eating @ 3GZqeC-ZoC"" posts a big blind of 0.50",2026-03-20T04:02:05.352Z,177397932535209
"""Daveo da rula @ hL2HOafVVY"" posts a small blind of 0.25",2026-03-20T04:02:05.352Z,177397932535208
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (44.48) | #2 ""Daveo da rula @ hL2HOafVVY"" (327.04) | #3 ""Eating @ 3GZqeC-ZoC"" (72.24) | #5 ""YL @ y5CNIFby67"" (91.19) | #6 ""drak @ 5Zglli3yOZ"" (233.41) | #9 ""Triangle5 @ zn7jYkqxSJ"" (84.12)",2026-03-20T04:02:05.352Z,177397932535201
"-- starting hand #156 (id: p7lkacoeebmj)  No Limit Texas Hold'em (dealer: ""blessed @ qCJm12-9Fn"") --",2026-03-20T04:02:05.352Z,177397932535200
"-- ending hand #155 --",2026-03-20T04:02:02.273Z,177397932227304
"""Triangle5 @ zn7jYkqxSJ"" collected 6.50 from pot with Two Pair, Q's & 3's (combination: K♠, 3♦, 3♥, Q♦, Q♣)",2026-03-20T04:02:02.273Z,177397932227303
"""Triangle5 @ zn7jYkqxSJ"" shows a 3♦, 3♥.",2026-03-20T04:02:02.273Z,177397932227302
"""Eating @ 3GZqeC-ZoC"" shows a J♦, 6♦.",2026-03-20T04:02:02.273Z,177397932227301
"""blessed @ qCJm12-9Fn"" shows a 9♥, 8♥.",2026-03-20T04:02:02.273Z,177397932227300
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:02:01.385Z,177397932138500
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:01:58.172Z,177397931817200
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T04:01:57.244Z,177397931724400
"River: 10♠, K♠, Q♦, 2♠ [Q♣]",2026-03-20T04:01:54.251Z,177397931425100
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:01:53.447Z,177397931344700
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:01:49.575Z,177397930957500
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T04:01:47.408Z,177397930740800
"Turn: 10♠, K♠, Q♦ [2♠]",2026-03-20T04:01:45.775Z,177397930577500
"""Triangle5 @ zn7jYkqxSJ"" checks",2026-03-20T04:01:44.949Z,177397930494900
"""Eating @ 3GZqeC-ZoC"" checks",2026-03-20T04:01:35.365Z,177397929536500
"""blessed @ qCJm12-9Fn"" checks",2026-03-20T04:01:30.685Z,177397929068500
"Flop:  [10♠, K♠, Q♦]",2026-03-20T04:01:28.269Z,177397928826900
"""Daveo da rula @ hL2HOafVVY"" folds",2026-03-20T04:01:27.419Z,177397928741900
"""blessed @ qCJm12-9Fn"" calls 2.00",2026-03-20T04:01:13.897Z,177397927389700
"""Triangle5 @ zn7jYkqxSJ"" calls 2.00",2026-03-20T04:01:10.424Z,177397927042400
"""drak @ 5Zglli3yOZ"" folds",2026-03-20T04:01:08.727Z,177397926872700
"""YL @ y5CNIFby67"" folds",2026-03-20T04:00:58.394Z,177397925839400
"""Eating @ 3GZqeC-ZoC"" raises to 2.00",2026-03-20T04:00:57.394Z,177397925739400
"""Daveo da rula @ hL2HOafVVY"" posts a big blind of 0.50",2026-03-20T04:00:52.800Z,177397925280010
"""blessed @ qCJm12-9Fn"" posts a small blind of 0.25",2026-03-20T04:00:52.800Z,177397925280009
"Player stacks: #1 ""blessed @ qCJm12-9Fn"" (46.48) | #2 ""Daveo da rula @ hL2HOafVVY"" (327.54) | #3 ""Eating @ 3GZqeC-ZoC"" (74.24) | #5 ""YL @ y5CNIFby67"" (91.19) | #6 ""drak @ 5Zglli3yOZ"" (233.41) | #9 ""Triangle5 @ zn7jYkqxSJ"" (79.62)",2026-03-20T04:00:52.800Z,177397925280002
"-- starting hand #155 (id: gct0smo2khic)  No Limit Texas Hold'em (dealer: ""Triangle5 @ zn7jYkqxSJ"") --",2026-03-20T04:00:52.800Z,177397925280001
"The player ""stacker @ cPdQESZJMN"" quits the game with a stack of 211.38.",2026-03-20T04:00:52.800Z,177397925280000
"-- ending hand #154 --",2026-03-20T04:00:49.897Z,177397924989702
"""blessed @ qCJm12-9Fn"" collected 2.25 from pot",2026-03-20T04:00:49.897Z,177397924989701
